берег,0,2,1,0,2,1,0,1,"0,88",п,N,"""+",,,,,,,,,,,,,,
берегти,2,1,2,2,2,2,2,2,"1,88",п,V,,,,,,,,,,,,,,,
береза,1,0,2,2,0,1,1,1,"1,00",п,N,"""+",,,,,,,,,,,,,,
березень,2,-1,1,2,1,1,1,1,"1,00",п,N,"""+",,,,,,,,,,,,,,
березневий,0,1,1,0,,,,1,"0,60",ч,Adj,,,,,,,,,,,,,,,
Берлін,2,1,2,1,,,,1,"1,40",ч,N,,,"""+",,,,,,,,,,,,
берлога,2,1,0,1,,,,0,"0,80",ч,N,"""+",,,,,,,,,,,,,,
Берн,-1,2,0,0,0,0,0,1,"0,25",п,N,,,"""+",,,,,,,,,,,,власна вставка
бесіда,0,0,0,2,0,1,1,1,"0,63",п,N,"""+",,,,,,,,,,,,,,
бестселер,2,2,0,1,,,,0,"1,00",ч,N,"""+",,,,,,"""+",,,,,,,,
Бетмен,2,2,1,0,,,,0,"1,00",ч,N,"""+",,,,,,"""+",,,,,,,,
бетон,2,1,0,0,,,,0,"0,60",ч,N,"""+",,,,,,,,,,,,,,
бешкетувати,0,0,-2,-1,,,,-2,"-1,00",ч,V,,,,,,,,,,,,,,,
бидло,-2,-2,-2,-2,,,,-2,"-2,00",ч,N,,,"""+",,,,,,,,,,,,(!) треба виключити зі списку
бик,0,0,-1,0,,,,-2,"-0,60",ч,N,"""+",,,,,,,,,,,,,,
бинт,0,0,2,0,2,1,1,1,"0,88",п,N,"""+",,,,,,,,,,,,,,
битва,-1,-1,-1,-2,,,,-2,"-1,40",ч,N,"""+",,,,,,,,,,,,,,
бити,-1,-1,-1,-1,-2,-1,2,-2,"-0,88",п,V,,,,,,,,,,,,,,,
бичок,2,2,2,1,,,,0,"1,40",ч,N,"""+",,,,,,,,,,,,,,
бібліографічний,0,0,0,1,,,,0,"0,20",ч,Adj,,,,,,,,,,,,,,,
бібліотека,2,2,2,0,,,,2,"1,60",ч,N,"""+",,,,,,,,,,,,,,
Біблія,2,2,2,1,,,,2,"1,80",ч,N,,,"""+",,,,,,,,,,,,
бігати,2,-1,2,0,,,,1,"0,80",ч,V,,,,,,,,,,,,,,,
бігти,2,2,0,2,0,0,0,1,"0,88",п,V,,,,,,,,,,,,,,,
бігун,1,2,2,1,,,,1,"1,40",ч,N,"""+",,,,,,,,,,,,,,
біда,-2,-2,-1,-2,-2,-1,-2,-2,"-1,75",п,N,"""+",,,,,,,,,,,,,,
бідний,-1,-1,-1,-2,,,,-2,"-1,40",ч,Adj,,,,,,,,,,,,,,,
бідність,-2,-2,-2,-1,,,,-2,"-1,80",ч,N,,,"""+",,,,,,,,,,,,
бідняк,-2,-2,-2,-1,,,,-2,"-1,80",ч,N,"""+",,,,,,,,,,,,,,
бідувати,-1,-2,-2,-1,,,,-2,"-1,60",ч,V,,,,,,,,,,,,,,,
біженець ,0,-1,-1,0,,,,-1,"-0,60",ч,N,"""+",,,,,,,,,,,,,,
біжутерія,0,0,0,-1,,,,0,"-0,20",ч,N,,,"""+",,,,,,,,,,,,
бізнес,2,2,2,1,1,1,1,1,"1,38",п,N,"""+",,,,,,"""+",,,,,,,,
бізнесмен,0,1,1,0,1,1,1,1,"0,75",п,N,"""+",,,,,,"""+",,,,,,,,
бізон,2,2,0,1,,,,0,"1,00",ч,N,"""+",,,,,,,,,,,,,,
бій,-2,-1,2,0,0,-1,-1,-2,"-0,63",п,N,"""+",,,,,,,,,,,,,,
бій-реванш,-1,0,0,-1,,,,0,"-0,40",ч,N,"""+",,,,,,,,,,,,,,
бійка,0,-2,-2,-2,,,,-2,"-1,60",ч,N,"""+",,,,,,,,,,,,,,
бік,0,1,0,0,,,,1,"0,40",ч,N,"""+",,,,,,,,,,,,,,
бікіні,2,2,2,1,,,,0,"1,40",ч,N,,"""+",,,,,,,,,,,,,
Біла Церква,0,2,0,0,0,0,0,1,"0,38",п,N,,,"""+",,,,,,,,,,,,власна вставка
Білгород-Дністровський,0,0,0,0,0,0,0,2,"0,25",п,N,,,"""+",,,,,,,,,,,,власна вставка
білизна,2,2,2,1,,,,1,"1,60",ч,N,,,"""+",,,,,,,,,,,,
білий,1,1,0,2,0,0,1,0,"0,63",п,Adj,,,,,,,,,,,,,,,
білок,2,1,2,1,,,,1,"1,40",ч,N,"""+",,,,,,,,,,,,,,
білорус,2,-1,1,1,,,,1,"0,80",ч,N,,,"""+",,,,,,,,,,,,
білоруси,0,1,1,1,0,0,0,1,"0,50",п,N,,,,"""+",,,,,,,,,,,власна вставка
Білорусь,0,1,-1,1,,,,0,"0,20",ч,N,,,"""+",,,,,,,,,,,,
білоруський,0,1,1,1,0,0,0,1,"0,50",п,Adj,,,,,,,,,,,,,,,власна вставка
білосніжний,1,1,0,1,,,,1,"0,80",ч,Adj,,,,,,,,,,,,,,,власна вставка
білочка,2,-2,0,1,,,,1,"0,40",ч,N,"""+",,,,,,,,,,,,,,
біль,-2,-1,-2,-2,-2,-1,-1,-2,"-1,63",п,N,"""+",,,,,,,,,,,,,,
більше,2,0,1,0,1,2,0,1,"0,88",п,Adv,,,,,,,,"""+",,багато,,,,,
більший,2,1,2,1,,,,1,"1,40",ч,Adj,,,,,,,,"""+",,великий,,,,,
більшість,0,0,1,0,1,1,2,1,"0,75",п,N,,,"""+",,,,,,,,,,,,
більшовик,-1,2,0,0,,,,0,"0,20",ч,N,"""+",,,,,,,,,,,,,,
білявка,2,2,2,0,,,,0,"1,20",ч,N,"""+",,,,,,,,,,,,,,
біноколь,2,2,0,1,,,,1,"1,20",ч,N,"""+",,,,,,,,,,,,,,
біографічний ,0,1,1,0,,,,1,"0,60",ч,Adj,,,,,,,,,,,,,,,
біографія,2,1,2,1,,,,0,"1,20",ч,N,"""+",,,,,,,,,,,,,,
біозахист,2,2,1,1,,,,2,"1,60",ч,N,,,"""+",,"""+",біологічний захист,,,,,,,,,
біолог,0,0,1,0,-2,0,2,1,"0,25",п,N,"""+",,,,,,,,,,,,,,
біологічний,1,0,0,0,0,0,1,1,"0,38",п,Adj,,,,,,,,,,,,,,,
біологія,0,0,1,0,,,,1,"0,40",ч,N,,,"""+",,,,,,,,,,,,
біопаливо,1,1,1,0,,,,2,"1,00",ч,N,,,"""+",,"""+",біологічне паливо,,,,,,,,,
біопсія,-1,0,0,0,,,,-2,"-0,60",ч,N,,,"""+",,,,,,,,,,,,
біосферний ,0,0,0,1,,,,2,"0,60",ч,Adj,,,,,,,,,,,,,,,
біохімія,0,1,1,0,,,,-1,"0,20",ч,N,,,"""+",,,,,,,,,,,,
бірка,-2,0,0,0,,,,0,"-0,40",ч,N,"""+",,,,,,,,,,,,,,
біс,-1,-1,-1,0,,,,-2,"-1,00",ч,N,"""+",,,,,,,,,,,,,,
бісексуал,-1,0,2,0,,,,0,"0,20",ч,N,"""+",,,,,,,,,,,,,,
бісквіт,2,2,2,1,,,,0,"1,40",ч,N,"""+",,,,,,,,,,,,,,
Бішкек,0,0,0,0,0,0,0,1,"0,13",п,N,,,"""+",,,,,,,,,,,,власна вставка
благати,-1,-1,-2,0,-1,0,0,-1,"-0,75",п,V,,,,,,,,,,,,,,,
благо,2,2,0,0,2,1,1,1,"1,13",п,N,"""+",,,,,,,,,,,,,,
благодійний,2,2,1,1,,,,2,"1,60",ч,Adj,,,,,,,,,,,,,,,
благодійник,2,1,0,1,,,,2,"1,20",ч,N,"""+",,,,,,,,,,,,,,
благодійність,2,2,2,1,,,,2,"1,80",ч,N,,,"""+",,,,,,,,,,,,
благополучний,2,2,2,1,,,,2,"1,80",ч,Adj,,,,,,,,,,,,,,,
благополуччя,2,2,1,1,,,,2,"1,60",ч,N,,,"""+",,,,,,,,,,,,
благородний,2,2,2,2,,,,2,"2,00",ч,Adj,,,,,,,,,,,,,,,
благородно,2,2,2,2,,,,2,"2,00",ч,Adv,,,,,,,,,,,,,,,
благоустрій,1,1,0,1,,,,2,"1,00",ч,N,,,"""+",,,,,,,,,,,,
блакитний,0,0,1,2,0,-1,2,1,"0,63",п,Adj,,,,,,,,,,,,,,,
блакить,0,0,2,1,,,,1,"0,80",ч,N,,,"""+",,,,,,,,,,,,
ближній,2,2,1,0,,,,1,"1,20",ч,Adj,,,,,,,,,,,,,,,
ближче,2,0,0,2,2,0,1,1,"1,00",п,Adv,,,,,,,,"""+",,близько,,,,,
ближчий,0,2,2,1,,,,1,"1,20",ч,Adj,,,,,,,,"""+",,близький,,,,,
близнюк,2,2,2,0,,,,1,"1,40",ч,N,"""+",,,,,,,,,,,,,,
близький,1,2,1,2,1,1,2,1,"1,38",п,Adj,,,,,,,,,,,,,,,
близькість,1,2,2,1,,,,1,"1,40",ч,N,,,"""+",,,,,,,,,,,,
близько,1,2,2,2,1,0,1,2,"1,38",п,Adv,,,,,,,,,,,,,,,
блиск,1,1,1,1,,,,1,"1,00",ч,N,"""+",,,,,,,,,,,,,,
блискавиця,2,2,0,-1,,,,-2,"0,20",ч,N,"""+",,,,,,,,,,,,,,
блискавка,2,2,0,-1,,,,-2,"0,20",ч,N,"""+",,,,,,,,,,,,,,
блискучий,1,2,2,1,1,0,1,1,"1,13",п,Adj,,,,,,,,,,,,,,,
блідий,0,-1,0,0,,,,-1,"-0,40",ч,Adj,,,,,,,,,,,,,,,
блог,0,2,1,0,2,0,0,1,"0,75",п,N,"""+",,,,,,"""+",,,,,,,,
блогер,1,0,1,0,0,1,-1,-1,"0,13",п,N,"""+",,,,,,"""+",,,,,,,,
блок,0,0,0,0,,,,-1,"-0,20",ч,N,"""+",,,,,,,,,,,,,,
блокбастер,1,1,1,0,,,,0,"0,60",ч,N,"""+",,,,,,"""+",,,,,,,,
блокпост,-1,-1,-1,0,0,-1,1,-1,"-0,50",п,N,"""+",,,,,,,,,,,,БП,,можливе скорочення (БП)
блокувати,-2,0,-1,-1,,,,-2,"-1,20",ч,V,,,,,,,,,,,,,,,
блондинка,2,2,2,0,,,,0,"1,20",ч,N,"""+",,,,,,,,,,,,,,
блукати,0,0,0,-1,,,,-2,"-0,60",ч,V,,,,,,,,,,,,,,,
блюдо,2,2,2,2,,,,0,"1,60",ч,N,"""+",,,,,,,,,,,,,,
бляшка,0,1,0,0,,,,0,"0,20",ч,N,"""+",,,,,,,,,,,,,,
бобер,2,0,0,1,,,,0,"0,60",ч,N,"""+",,,,,,,,,,,,,,
бобовий,2,2,2,1,,,,1,"1,60",ч,Adj,,,,,,,,,,,,,,,
Бог,1,-1,2,1,1,2,2,2,"1,25",п,N,,,"""+",,,,,,,,,,,,
богатир,2,2,2,1,,,,2,"1,80",ч,N,"""+",,,,,,,,,,,,,,
богатирський,2,2,2,1,,,,2,"1,80",ч,Adj,,,,,,,,,,,,,,,
богиня,1,2,2,1,,,,1,"1,40",ч,N,"""+",,,,,,,,,,,,,,
богослужіння,0,0,0,0,,,,1,"0,20",ч,N,"""+",,,,,,,,,,,,,,
Богота,0,1,0,0,0,0,0,0,"0,13",п,N,,,"""+",,,,,,,,,,,,власна вставка
бодибілдинг,2,1,0,0,,,,0,"0,60",ч,N,,,"""+",,,,"""+",,,,,,,,
боєприпас,-2,-2,1,0,,,,-2,"-1,00",ч,N,,,"""+",,,,,,,,,,,,
боєць,-1,0,2,2,0,1,1,2,"0,88",п,N,"""+",,,,,,,,,,,,,,
божевілля,-2,-2,-2,-1,,,,-2,"-1,80",ч,N,"""+",,,,,,,,,,,,,,
божевільний,-1,0,-2,-2,,,,-2,"-1,40",ч,Adj,,,,,,,,,,,,,,,
божевільня,-1,-2,-1,-2,,,,-2,"-1,60",ч,N,"""+",,,,,,,,,,,,,,
божественний,2,2,0,0,,,,2,"1,20",ч,Adj,,,,,,,,,,,,,,,
бойовий,-2,1,0,0,-2,0,1,-2,"-0,50",п,Adj,,,,,,,,,,,,,,,
бойовик,2,2,2,0,,,,-1,"1,00",ч,N,"""+",,,,,,,,,,,,,,
бойфренд,2,1,2,0,,,,0,"1,00",ч,N,"""+",,,,,,"""+",,,,,,,,
болгари,0,1,1,1,-1,0,0,1,"0,38",п,N,,,,"""+",,,,,,,,,,,власна вставка
болгарин,0,1,1,1,-1,0,0,1,"0,38",п,N,,,"""+",,,,,,,,,,,,власна вставка
Болгарія,0,-1,1,1,1,0,0,1,"0,38",п,N,,,"""+",,,,,,,,,,,,власна вставка
болгарський,2,0,0,0,,,,1,"0,60",ч,Adj,,,,,,,,,,,,,,,
болівієць,0,0,0,0,0,0,0,1,"0,13",п,N,,,"""+",,,,,,,,,,,,власна вставка
болівійський,0,0,0,0,0,0,0,1,"0,13",п,Adj,,,,,,,,,,,,,,,власна вставка
болівійці,0,0,0,0,0,0,0,1,"0,13",п,N,,,,"""+",,,,,,,,,,,власна вставка
Болівія,0,0,0,0,0,0,0,2,"0,25",п,N,,,"""+",,,,,,,,,,,,власна вставка
болісний,-1,-1,0,-1,,,,-2,"-1,00",ч,Adj,,,,,,,,,,,,,,,
болісно,-1,-1,-1,-1,,,,-2,"-1,20",ч,Adv,,,,,,,,,,,,,,,
боліти,-1,-2,-2,-1,,,,-2,"-1,60",ч,V,,,,,,,,,,,,,,,
болото,-1,-2,-1,0,,,,0,"-0,80",ч,N,"""+",,,,,,,,,,,,,,
больовий,-2,-1,-1,-1,,,,-2,"-1,40",ч,Adj,,,,,,,,,,,,,,,
болючий,-2,-1,-1,-1,,,,-2,"-1,40",ч,Adj,,,,,,,,,,,,,,,
боляче,1,-2,-2,-2,-2,-2,-1,-2,"-1,50",п,Adv,,,,,,,,,,,,,,,
бомба,-2,-2,-2,-2,,,,-2,"-2,00",ч,N,"""+",,,,,,,,,,,,,,
бомбардувати,-2,-2,-1,-2,,,,-2,"-1,80",ч,V,,,,,,,,,,,,,,,
бомбосховище ,-2,-1,-1,-2,,,,-2,"-1,60",ч,N,"""+",,,,,,,,,,,,,,
бомбування,0,0,0,-2,,,,-2,"-0,80",ч,N,"""+",,,,,,,,,,,,,,
бонус,1,1,2,2,1,0,1,1,"1,13",п,N,"""+",,,,,,,,,,,,,,
борг,-1,-2,-2,-1,-2,-1,-1,-2,"-1,50",п,N,"""+",,,,,,,,,,,,,,
борець,1,1,0,2,1,1,1,1,"1,00",п,N,"""+",,,,,,,,,,,,,,
боржник ,-2,-1,-1,-1,,,,-2,"-1,40",ч,N,"""+",,,,,,,,,,,,,,
Бориспіль,0,2,2,2,1,1,1,2,"1,38",п,N,,,"""+",,,,,,,,,,,,власна вставка
борідка,1,-1,1,0,,,,0,"0,20",ч,N,"""+",,,,,,,,,,,,,,
борода,1,2,2,0,,,,0,"1,00",ч,N,"""+",,,,,,,,,,,,,,
боронити,2,2,2,1,,,,2,"1,80",ч,V,,,,,,,,,,,,,,,
боротися,0,2,1,1,1,-1,1,2,"0,88",п,V,,,,,,,,,,,,,,,
боротьба,1,-1,2,1,-1,2,2,2,"1,00",п,N,,,"""+",,,,,,,,,,,,
борошно,0,1,0,0,,,,1,"0,40",ч,N,,,"""+",,,,,,,,,,,,
борт,0,1,0,0,,,,0,"0,20",ч,N,"""+",,,,,,,,,,,,,,
борщ,2,2,2,0,,,,2,"1,60",ч,N,"""+",,,,,,,,,,,,,,
босий,0,1,0,-1,,,,-1,"-0,20",ч,Adj,,,,,,,,,,,,,,,
Боснія і Герцеговина,0,2,1,0,0,0,0,1,"0,50",п,N,,,"""+",,,,,,,,,,,,власна вставка
босоніж,0,1,0,1,,,,0,"0,40",ч,Adv,,,,,,,,,,,,,,,
босоніжки,1,1,1,0,,,,1,"0,80",ч,N,,,,"""+",,,,,,,,,,,
ботаніка,0,0,1,1,,,,1,"0,60",ч,N,,,"""+",,,,,,,,,,,,
ботанічний,0,2,2,0,,,,1,"1,00",ч,Adj,,,,,,,,,,,,,,,
ботулізм,-1,-2,-1,-1,,,,-2,"-1,40",ч,N,,,"""+",,,,,,,,,,,,
боулінг,0,1,1,0,,,,1,"0,60",ч,N,,,"""+",,,,,,,,,,,,
боцман,0,1,0,1,,,,0,"0,40",ч,N,"""+",,,,,,,,,,,,,,
боязкий,-1,0,-1,-1,,,,-2,"-1,00",ч,Adj,,,,,,,,,,,,,,,
боярин,0,2,0,1,,,,0,"0,60",ч,N,"""+",,,,,,,,,,,,,,
боятися,-2,-1,-1,-1,-1,-1,-1,-2,"-1,25",п,V,,,,,,,,,,,,,,,
Бразиліа,0,2,2,0,0,0,0,1,"0,63",п,N,,"""+",,,,,,,,,,,,,власна вставка
бразилієць,0,2,0,0,0,0,0,1,"0,38",п,N,,,"""+",,,,,,,,,,,,власна вставка
Бразилія,0,2,2,0,0,0,0,2,"0,75",п,N,,,"""+",,,,,,,,,,,,власна вставка
бразильський,0,1,1,0,,,,1,"0,60",ч,Adj,,,,,,,,,,,,,,,
бразильці,0,2,0,0,0,0,0,1,"0,38",п,N,,,,"""+",,,,,,,,,,,власна вставка
брак,-2,-1,-1,-1,-1,-1,-2,-2,"-1,38",п,N,,,"""+",,,,,,,,,,,,
браконьєр,-2,-2,-2,-1,,,,-2,"-1,80",ч,N,"""+",,,,,,,,,,,,,,
браконьєрський,-2,-2,-2,-1,,,,-2,"-1,80",ч,Adj,,,,,,,,,,,,,,,
бракувати,-2,-1,-1,0,0,0,-1,-2,"-0,88",п,V,,,,,,,,,,,,,,,
брама,0,1,0,0,,,,1,"0,40",ч,N,"""+",,,,,,,,,,,,,,
бранець,-2,1,-1,0,,,,-1,"-0,60",ч,N,"""+",,,,,,,,,,,,,,
браслет,0,0,1,0,2,1,1,0,"0,63",п,N,"""+",,,,,,,,,,,,,,
брат,2,1,2,1,1,2,1,2,"1,50",п,N,"""+",,,,,,,,,,,,,,
брати,2,2,2,0,-2,0,1,1,"0,75",п,V,,,,,,,,,,,,,,,оцінено як дієслово; 2 значення: дієсл. та ім. у мн.
Братислава,0,1,1,2,0,0,0,1,"0,63",п,N,,,"""+",,,,,,,,,,,,власна вставка
братися,0,0,1,1,,,,1,"0,60",ч,V,,,,,,,,,,,,,,,
Бред Пітт,2,2,0,0,,,,1,"1,00",ч,N,,,"""+",,,,,,,,,,,,американський актор
бренд,0,1,2,2,1,0,1,1,"1,00",п,N,"""+",,,,,,"""+",,,,,,,,
брендовий,1,0,1,0,,,,1,"0,60",ч,Adj,,,,,,,,,,,,,,,"прикм., утв. від англіцизму"
бретеля,0,1,2,0,,,,0,"0,60",ч,N,"""+",,,,,,,,,,,,,,
брехати,-1,-2,-2,-2,,,,-2,"-1,80",ч,V,,,,,,,,,,,,,,,
брехня,-2,0,0,-2,,,,-2,"-1,20",ч,N,"""+",,,,,,,,,,,,,,
бригада,0,0,-1,0,2,2,2,0,"0,63",п,N,"""+",,,,,,,,,,,,,,
бридкий,-1,-2,-2,-2,,,,-2,"-1,80",ч,Adj,,,,,,,,,,,,,,,
бриз,0,0,0,1,,,,1,"0,40",ч,N,"""+",,,,,,,,,,,,,,
британець,0,0,1,1,,,,1,"0,60",ч,N,,,"""+",,,,,,,,,,,,
Британія,0,2,1,1,,,,1,"1,00",ч,N,,,"""+",,,,,,,,,,,,
британський,2,2,0,1,0,0,1,1,"0,88",п,Adj,,,,,,,,,,,,,,,
британці,0,2,2,2,2,1,0,1,"1,25",п,N,,,,"""+",,,,,,,,,,,власна вставка
брифінг,2,2,0,-1,-1,1,0,2,"0,63",п,N,"""+",,,,,,"""+",,,,,,,,
брова,1,0,2,1,,,,1,"1,00",ч,N,"""+",,,,,,,,,,,,,,
Бровари,0,2,2,2,0,0,0,1,"0,88",п,N,,,,"""+",,,,,,,,,,,власна вставка
бродити,1,0,0,1,0,0,0,-1,"0,13",п,V,,,,,,,,,,,,,,,
броколі,0,1,1,0,,,,1,"0,60",ч,N,,"""+",,,,,,,,,,,,,
бронза,0,-1,1,1,,,,0,"0,20",ч,N,,,"""+",,,,,,,,,,,,
бронзовий,0,0,0,1,,,,0,"0,20",ч,Adj,,,,,,,,,,,,,,,
бронхи,0,0,1,0,,,,0,"0,20",ч,N,"""+",,,,,,,,,,,,,,
броньований,1,2,1,0,,,,2,"1,20",ч,Adj,,,,,,,,,,,,,,,
бронювати,0,0,1,1,,,,1,"0,60",ч,V,,,,,,,,,,,,,,,
брошка,1,2,2,0,,,,0,"1,00",ч,N,"""+",,,,,,,,,,,,,,
бруд,-1,-1,-1,0,,,,-2,"-1,00",ч,N,,,"""+",,,,,,,,,,,,
брудний,-1,-1,-1,-1,,,,-2,"-1,20",ч,Adj,,,,,,,,,,,,,,,
брудно,-1,-1,-1,-2,,,,-2,"-1,40",ч,Adv,,,,,,,,,,,,,,,
бруківка,0,2,0,1,,,,0,"0,60",ч,N,"""+",,,,,,,,,,,,,,
Бруней,0,0,0,0,0,0,0,1,"0,13",п,N,,,"""+",,,,,,,,,,,,власна вставка
брусок,0,1,0,0,,,,1,"0,40",ч,N,"""+",,,,,,,,,,,,,,
брутальний,-1,1,1,2,2,-1,-1,-1,"0,25",п,Adj,,,,,,,,,,,,,,,
брутально,-1,-1,-1,0,,,,-1,"-0,80",ч,Adv,,,,,,,,,,,,,,,
брухт,-2,1,-1,-1,,,,-2,"-1,00",ч,N,,,"""+",,,,,,,,,,,,
брюки,0,0,1,1,,,,0,"0,40",ч,N,,,,"""+",,,,,,,,,,,
брюнетка,2,0,0,0,,,,0,"0,40",ч,N,"""+",,,,,,,,,,,,,,
Брюс Лі,1,0,0,1,,,,0,"0,40",ч,N,,"""+","""+",,,,,,,,,,,,"Брюс - одн., Лі - невідмінюване"
Брюссель,0,2,2,1,1,0,0,1,"0,88",п,N,,,"""+",,,,,,,,,,,,власна вставка
бугай,0,1,0,0,,,,0,"0,20",ч,N,"""+",,,,,,,,,,,,,,
Будапешт,0,2,1,1,0,0,0,1,"0,63",п,N,,,"""+",,,,,,,,,,,,власна вставка
буддизм ,0,1,0,0,,,,0,"0,20",ч,N,,,"""+",,,,,,,,,,,,
буддистський,0,1,0,0,,,,0,"0,20",ч,Adj,,,,,,,,,,,,,,,
буденний,0,0,-1,-1,0,0,1,0,"-0,13",п,Adj,,,,,,,,,,,,,,,
буденність,-1,0,1,0,,,,1,"0,20",ч,N,,,"""+",,,,,,,,,,,,
будильник,1,-1,0,1,,,,0,"0,20",ч,N,"""+",,,,,,,,,,,,,,
будинок,2,2,1,2,1,1,1,2,"1,50",п,N,"""+",,,,,,,,,,,,,,
будиночок,1,1,0,1,,,,2,"1,00",ч,N,"""+",,,,,,,,,,,,,,зменш. до будинок
будівельний,1,0,1,1,,,,1,"0,80",ч,Adj,,,,,,,,,,,,,,,
будівельник,0,0,2,2,2,1,1,1,"1,13",п,N,"""+",,,,,,,,,,,,,,
будівля,0,0,0,1,,,,1,"0,40",ч,N,"""+",,,,,,,,,,,,,,
будівництво,1,1,2,1,2,2,2,2,"1,63",п,N,"""+",,,,,,,,,,,,,,
будній,2,1,1,0,,,,0,"0,80",ч,Adj,,,,,,,,,,,,,,,
будова,0,0,0,0,0,1,0,0,"0,13",п,N,"""+",,,,,,,,,,,,,,
будувати,2,1,2,1,1,2,1,2,"1,50",п,V,,,,,,,,,,,,,,,
будь-який,0,0,0,-1,,,,0,"-0,20",ч,Pron,,,,,,,,,,,,,,,
Буенос-Айрес,0,2,1,1,0,0,0,1,"0,63",п,N,,,"""+",,,,,,,,,,,,власна вставка
бузок,2,2,2,1,,,,1,"1,60",ч,N,"""+",,,,,,,,,,,,,,
буйвол,2,2,0,1,,,,-1,"0,80",ч,N,"""+",,,,,,,,,,,,,,
буквальний,0,0,0,1,,,,1,"0,40",ч,Adj,,,,,,,,,,,,,,,
буквально,2,0,0,0,,,,0,"0,40",ч,Adv,,,,,,,,,,,,,,,
букет,1,2,2,2,2,1,1,2,"1,63",п,N,"""+",,,,,,,,,,,,,,
буклет,2,-1,0,0,,,,0,"0,20",ч,N,"""+",,,,,,,,,,,,,,
Буковина,2,2,2,1,,,,2,"1,80",ч,N,,,"""+",,,,,,,,,,,,
булава,2,2,2,1,,,,1,"1,60",ч,N,"""+",,,,,,,,,,,,,,
булімія,2,2,2,0,,,,-1,"1,00",ч,N,,,"""+",,,,,,,,,,,,
булінг,-2,-1,1,-1,,,,-2,"-1,00",ч,N,,,"""+",,,,"""+",,,,,,"буллінг, булінґ",,
булка,2,2,2,1,,,,0,"1,40",ч,N,"""+",,,,,,,,,,,,,,
бульбашка,1,1,0,0,1,1,1,1,"0,75",п,N,"""+",,,,,,,,,,,,,,
бульвар,0,-1,1,1,,,,1,"0,40",ч,N,"""+",,,,,,,,,,,,,,
бульдог ,0,1,0,-1,,,,-1,"-0,20",ч,N,"""+",,,,,,,,,,,,,,
булька,0,2,1,0,,,,0,"0,60",ч,N,"""+",,,,,,,,,,,,,,
бумеранг,1,0,0,1,,,,0,"0,40",ч,N,"""+",,,,,,,,,,,,,,
бункер,-2,1,1,-1,,,,-2,"-0,60",ч,N,"""+",,,,,,,,,,,,,,
бунт,0,0,0,-2,,,,-2,"-0,80",ч,N,"""+",,,,,,,,,,,,,,
бунтарство,-1,1,0,-1,,,,-2,"-0,60",ч,N,,,"""+",,,,,,,,,,,,
бунтівний,2,1,1,1,,,,1,"1,20",ч,Adj,,,,,,,,,,,,,,,
бур'ян,-1,-1,-1,-2,,,,-2,"-1,40",ч,N,"""+",,,,,,,,,,,,,,
бургер,2,2,2,0,,,,0,"1,20",ч,N,"""+",,,,,,,,,,,,,,
буревій,0,0,0,-2,,,,-2,"-0,80",ч,N,"""+",,,,,,,,,,,,,,
буремний,-1,-1,-1,0,,,,-1,"-0,80",ч,Adj,,,,,,,,,,,,,,,
бурхливий,-1,1,1,-1,,,,-1,"-0,20",ч,Adj,,,,,,,,,,,,,,,
бурчати,-1,-2,-1,-1,,,,-1,"-1,20",ч,V,,,,,,,,,,,,,,,
бурштин,1,0,1,0,,,,1,"0,60",ч,N,"""+",,,,,,,,,,,,,,
буря,0,0,0,-1,,,,-2,"-0,60",ч,N,"""+",,,,,,,,,,,,,,
Бутан,0,0,0,0,0,0,0,1,"0,13",п,N,,,"""+",,,,,,,,,,,,власна вставка
бутерброд,2,2,2,1,,,,0,"1,40",ч,N,"""+",,,,,,,,,,,,,,
бути,1,0,2,2,2,1,0,1,"1,13",п,V,,,,,,,,,,,,,,,
бутон,0,2,2,1,,,,1,"1,20",ч,N,"""+",,,,,,,,,,,,,,
буття,0,0,1,1,,,,1,"0,60",ч,N,,,"""+",,,,,,,,,,,,
буханець,0,0,0,1,,,,0,"0,20",ч,N,"""+",,,,,,,,,,,,,,
Бухарест,0,2,1,0,0,0,0,1,"0,50",п,N,,,"""+",,,,,,,,,,,,власна вставка
бухгалтер,2,0,1,1,,,,1,"1,00",ч,N,"""+",,,,,,,,,,,,,,
буяти,2,0,1,1,,,,1,"1,00",ч,V,,,,,,,,,,,,,,,
бьюті,2,2,2,0,,,,1,"1,40",ч,N,,"""+",,,,,"""+",,,,,,,,
бюджет,1,2,2,1,1,2,0,1,"1,25",п,N,"""+",,,,,,,,,,,,,,
бюджетний,-1,2,0,2,2,0,1,1,"0,88",п,Adj,,,,,,,,,,,,,,,
бюлетень,1,0,0,0,,,,1,"0,40",ч,N,"""+",,,,,,,,,,,,,,
бюро,0,1,1,1,,,,1,"0,80",ч,N,,"""+",,,,,,,,,,,,,
бюрократ,0,-2,-1,0,,,,-1,"-0,80",ч,N,"""+",,,,,,,,,,,,,,
бюрократичний,-1,-2,-1,0,,,,-1,"-1,00",ч,Adj,,,,,,,,,,,,,,,
бюрократія,0,0,0,-2,,,,1,"-0,20",ч,N,,,"""+",,,,,,,,,,,,
бюст,2,0,2,1,,,,0,"1,00",ч,N,"""+",,,,,,,,,,,,,,
бюстгальтер,2,2,2,1,,,,0,"1,40",ч,N,"""+",,,,,,,,,,,,,,
В'єтнам,0,0,-1,0,,,,2,"0,20",ч,N,,,"""+",,,,,,,,,,,,
